,sub_specie,endangered,claw_length_cm,size_cm,tail_length_cm,weight_kg
4038,Hoffman's two-toed sloth,least_concern,4.892,61.612,1.364,4.61
4039,Hoffman's two-toed sloth,least_concern,6.328,61.87,1.759,5.366
4040,Hoffman's two-toed sloth,least_concern,5.228,60.214,2.113,4.945
4041,Hoffman's two-toed sloth,least_concern,7.161,63.107,0.94,4.443
4042,Hoffman's two-toed sloth,least_concern,6.474,64.658,1.382,5.697
4043,Hoffman's two-toed sloth,least_concern,6.309,63.419,2.285,4.669
4044,Hoffman's two-toed sloth,least_concern,6.443,67.091,1.456,4.84
4045,Hoffman's two-toed sloth,least_concern,5.904,63.138,1.518,6.478
4046,Hoffman's two-toed sloth,least_concern,9.295,62.168,3.46,5.697
4047,Hoffman's two-toed sloth,least_concern,5.956,63.768,1.935,6.04
4048,Hoffman's two-toed sloth,least_concern,6.982,62.186,1.963,5.9
4049,Hoffman's two-toed sloth,least_concern,4.277,62.308,2.297,6.781
4050,Hoffman's two-toed sloth,least_concern,8.227,62.92,1.822,5.68
4051,Hoffman's two-toed sloth,least_concern,7.747,63.096,3.893,5.121
4052,Hoffman's two-toed sloth,least_concern,5.866,62.649,2.257,6.019
4053,Hoffman's two-toed sloth,least_concern,6.128,63.07,2.34,4.905
4054,Hoffman's two-toed sloth,least_concern,5.026,62.564,1.127,6.008
4055,Hoffman's two-toed sloth,least_concern,5.727,62.902,1.604,4.201
4056,Hoffman's two-toed sloth,least_concern,6.406,61.467,3.097,4.128
4057,Hoffman's two-toed sloth,least_concern,4.34,62.273,2.879,5.271
4058,Hoffman's two-toed sloth,least_concern,6.656,62.056,0.918,6.538
4059,Hoffman's two-toed sloth,least_concern,6.196,63.047,2.748,5.229
4060,Hoffman's two-toed sloth,least_concern,4.265,62.962,1.756,6.528
4061,Hoffman's two-toed sloth,least_concern,4.869,62.141,2.989,4.611
4062,Hoffman's two-toed sloth,least_concern,5.511,61.707,2.545,4.741
4063,Hoffman's two-toed sloth,least_concern,5.949,62.921,2.943,5.049
4064,Hoffman's two-toed sloth,least_concern,5.291,64.08,0.587,6.248
4065,Hoffman's two-toed sloth,least_concern,5.89,61.366,3.208,5.355
4066,Hoffman's two-toed sloth,least_concern,6.189,62.347,2.817,6.801
4067,Hoffman's two-toed sloth,least_concern,7.395,63.68,3.063,4.292
4068,Hoffman's two-toed sloth,least_concern,4.164,62.864,2.857,5.692
4069,Hoffman's two-toed sloth,least_concern,5.722,62.752,2.582,6.308
4070,Hoffman's two-toed sloth,least_concern,6.578,61.163,1.848,7.045
4071,Hoffman's two-toed sloth,least_concern,5.373,62.81,3.004,3.993
4072,Hoffman's two-toed sloth,least_concern,4.889,62.391,1.534,7.133
4073,Hoffman's two-toed sloth,least_concern,4.967,61.486,3.396,5.189
4074,Hoffman's two-toed sloth,least_concern,5.049,62.393,2.498,7.256
4075,Hoffman's two-toed sloth,least_concern,5.663,62.524,2.052,6.542
4076,Hoffman's two-toed sloth,least_concern,6.092,61.454,4.08,5.27
4077,Hoffman's two-toed sloth,least_concern,6.475,61.236,2.516,4.909
4078,Hoffman's two-toed sloth,least_concern,5.369,64.73,2.538,4.624
4079,Hoffman's two-toed sloth,least_concern,5.175,62.302,1.101,7.45
4080,Hoffman's two-toed sloth,least_concern,6.647,64.251,2.265,6.716
4081,Hoffman's two-toed sloth,least_concern,6.228,62.818,2.533,6.163
4082,Hoffman's two-toed sloth,least_concern,7.117,63.343,1.809,6.48
4083,Hoffman's two-toed sloth,least_concern,7.129,63.337,0.954,5.131
4084,Hoffman's two-toed sloth,least_concern,6.916,62.989,1.598,5.443
4085,Hoffman's two-toed sloth,least_concern,4.49,63.496,1.595,6.244
4086,Hoffman's two-toed sloth,least_concern,4.724,61.551,0.471,6.192
4087,Hoffman's two-toed sloth,least_concern,6.884,61.671,3.5,5.244
4088,Hoffman's two-toed sloth,least_concern,6.164,62.707,3.457,5.755
4089,Hoffman's two-toed sloth,least_concern,5.722,62.437,3.224,5.305
4090,Hoffman's two-toed sloth,least_concern,5.998,61.279,2.51,7.972
4091,Hoffman's two-toed sloth,least_concern,4.766,63.946,2.839,6.312
4092,Hoffman's two-toed sloth,least_concern,5.133,63.888,3.482,5.115
4093,Hoffman's two-toed sloth,least_concern,6.01,64.418,1.869,4.58
4094,Hoffman's two-toed sloth,least_concern,5.742,61.383,2.479,6.328
4095,Hoffman's two-toed sloth,least_concern,6.299,63.032,1.986,4.537
4096,Hoffman's two-toed sloth,least_concern,6.061,61.66,0.758,5.904
4097,Hoffman's two-toed sloth,least_concern,7.714,64.154,2.06,5.991
4098,Hoffman's two-toed sloth,least_concern,6.342,61.953,3.264,5.085
4099,Hoffman's two-toed sloth,least_concern,5.304,62.596,2.573,5.444
4100,Hoffman's two-toed sloth,least_concern,5.965,63.824,3.528,5.023
4101,Hoffman's two-toed sloth,least_concern,5.779,62.072,-0.7,4.413
4102,Hoffman's two-toed sloth,least_concern,4.357,62.47,2.122,4.173
4103,Hoffman's two-toed sloth,least_concern,4.922,61.917,1.2,5.955
4104,Hoffman's two-toed sloth,least_concern,6.766,61.533,2.616,4.795
4105,Hoffman's two-toed sloth,least_concern,6.476,61.442,2.391,4.356
4106,Hoffman's two-toed sloth,least_concern,5.384,63.914,3.286,6.366
4107,Hoffman's two-toed sloth,least_concern,6.114,63.279,3.694,7.77
4108,Hoffman's two-toed sloth,least_concern,5.152,63.53,2.936,4.307
4109,Hoffman's two-toed sloth,least_concern,5.813,61.843,2.76,5.747
4110,Hoffman's two-toed sloth,least_concern,4.671,63.913,1.394,5.846
4111,Hoffman's two-toed sloth,least_concern,6.68,63.895,0.647,5.48
4112,Hoffman's two-toed sloth,least_concern,4.338,63.28,2.156,5.603
4113,Hoffman's two-toed sloth,least_concern,6.008,61.457,4.497,5.14
4114,Hoffman's two-toed sloth,least_concern,6.759,62.164,2.679,5.06
4115,Hoffman's two-toed sloth,least_concern,6.414,64.043,3.979,7.378
4116,Hoffman's two-toed sloth,least_concern,4.664,62.159,2.581,6.523
4117,Hoffman's two-toed sloth,least_concern,6.873,61.607,3.913,5.402
4118,Hoffman's two-toed sloth,least_concern,5.731,62.434,3.526,5.373
4119,Hoffman's two-toed sloth,least_concern,6.236,62.456,2.915,5.544
4120,Hoffman's two-toed sloth,least_concern,6.532,63.363,2.511,6.019
4121,Hoffman's two-toed sloth,least_concern,6.731,65.104,3.436,6.241
4122,Hoffman's two-toed sloth,least_concern,6.256,62.579,2.253,6.069
4123,Hoffman's two-toed sloth,least_concern,5.542,62.453,1.167,6.313
4124,Hoffman's two-toed sloth,least_concern,5.17,63.337,3.811,5.843
4125,Hoffman's two-toed sloth,least_concern,5.75,64.826,0.855,6.292
4126,Hoffman's two-toed sloth,least_concern,8.105,61.295,2.242,5.738
4127,Hoffman's two-toed sloth,least_concern,5.235,63.232,1.762,5.395
4128,Hoffman's two-toed sloth,least_concern,6.981,62.79,1.872,4.814
4129,Hoffman's two-toed sloth,least_concern,6.578,63.176,0.869,5.209
4130,Hoffman's two-toed sloth,least_concern,5.669,62.344,3.105,4.573
4131,Hoffman's two-toed sloth,least_concern,4.596,63.956,1.484,7.404
4132,Hoffman's two-toed sloth,least_concern,6.384,63.695,1.424,5.702
4133,Hoffman's two-toed sloth,least_concern,5.169,63.486,3.047,5.693
4134,Hoffman's two-toed sloth,least_concern,7.037,64.351,0.401,7.286
4135,Hoffman's two-toed sloth,least_concern,5.455,62.788,2.179,5.131
4136,Hoffman's two-toed sloth,least_concern,5.934,62.904,1.047,6.039
4137,Hoffman's two-toed sloth,least_concern,5.24,61.965,3.231,4.938
4138,Hoffman's two-toed sloth,least_concern,4.958,63.01,3.274,5.009
4139,Hoffman's two-toed sloth,least_concern,8.251,61.952,3.814,7.061
4140,Hoffman's two-toed sloth,least_concern,4.706,62.704,1.53,3.938
4141,Hoffman's two-toed sloth,least_concern,5.33,62.053,2.228,4.074
4142,Hoffman's two-toed sloth,least_concern,4.964,63.599,3.618,4.226
4143,Hoffman's two-toed sloth,least_concern,4.208,64.831,0.098,5.932
4144,Hoffman's two-toed sloth,least_concern,4.811,63.383,2.463,4.347
4145,Hoffman's two-toed sloth,least_concern,7.945,61.935,3.261,5.41
4146,Hoffman's two-toed sloth,least_concern,6.706,62.677,1.862,6.802
4147,Hoffman's two-toed sloth,least_concern,6.44,64.108,3.14,3.959
4148,Hoffman's two-toed sloth,least_concern,5.091,62.579,1.626,7.193
4149,Hoffman's two-toed sloth,least_concern,5.806,64.319,3.538,7.903
4150,Hoffman's two-toed sloth,least_concern,5.794,62.706,1.979,5.785
4151,Hoffman's two-toed sloth,least_concern,5.527,64.022,2.744,5.665
4152,Hoffman's two-toed sloth,least_concern,4.386,63.746,3.535,6.73
4153,Hoffman's two-toed sloth,least_concern,5.265,64.146,4.918,2.655
4154,Hoffman's two-toed sloth,least_concern,5.069,63.372,1.278,6.957
4155,Hoffman's two-toed sloth,least_concern,5.214,62.71,3.022,6.25
4156,Hoffman's two-toed sloth,least_concern,5.62,63.525,4.195,6.986
4157,Hoffman's two-toed sloth,least_concern,8.716,64.246,2.34,6.704
4158,Hoffman's two-toed sloth,least_concern,6.127,63.584,1.8,3.807
4159,Hoffman's two-toed sloth,least_concern,3.875,61.802,2.395,6.505
4160,Hoffman's two-toed sloth,least_concern,4.931,61.5,3.942,4.748
4161,Hoffman's two-toed sloth,least_concern,6.844,61.656,1.844,4.818
4162,Hoffman's two-toed sloth,least_concern,6.351,60.784,3.348,7.066
4163,Hoffman's two-toed sloth,least_concern,5.001,63.617,0.781,6.159
4164,Hoffman's two-toed sloth,least_concern,4.232,61.884,3.866,5.705
4165,Hoffman's two-toed sloth,least_concern,4.136,62.733,1.237,6.52
4166,Hoffman's two-toed sloth,least_concern,3.644,64.151,3.069,4.572
4167,Hoffman's two-toed sloth,least_concern,5.642,63.027,1.532,5.23
4168,Hoffman's two-toed sloth,least_concern,4.93,63.979,2.268,5.808
4169,Hoffman's two-toed sloth,least_concern,5.896,62.959,2.48,6.822
4170,Hoffman's two-toed sloth,least_concern,7.657,65.026,1.113,4.635
4171,Hoffman's two-toed sloth,least_concern,5.367,63.125,2.935,6.419
4172,Hoffman's two-toed sloth,least_concern,3.359,62.337,1.085,6.333
4173,Hoffman's two-toed sloth,least_concern,6.442,63.086,2.644,6.212
4174,Hoffman's two-toed sloth,least_concern,6.477,63.86,1.43,5.771
4175,Hoffman's two-toed sloth,least_concern,5.123,62.879,0.387,5.564
4176,Hoffman's two-toed sloth,least_concern,4.59,63.005,3.339,5.946
4177,Hoffman's two-toed sloth,least_concern,6.86,64.084,1.455,4.978
4178,Hoffman's two-toed sloth,least_concern,6.574,63.887,2.173,6.635
4179,Hoffman's two-toed sloth,least_concern,5.223,65.485,4.107,5.006
4180,Hoffman's two-toed sloth,least_concern,7.302,61.392,3.181,5.055
4181,Hoffman's two-toed sloth,least_concern,5.846,63.472,2.11,4.484
4182,Hoffman's two-toed sloth,least_concern,5.652,63.55,1.673,6.088
4183,Hoffman's two-toed sloth,least_concern,8.173,62.64,1.517,5.795
4184,Hoffman's two-toed sloth,least_concern,4.993,67.098,3.082,4.461
4185,Hoffman's two-toed sloth,least_concern,7,60.382,2.19,4.232
4186,Hoffman's two-toed sloth,least_concern,4.515,63.99,2.989,4.459
4187,Hoffman's two-toed sloth,least_concern,5.871,63.23,2.244,4.515
4188,Hoffman's two-toed sloth,least_concern,4.424,60.985,1.642,5.132
4189,Hoffman's two-toed sloth,least_concern,4.275,61.973,2.376,5.546
4190,Hoffman's two-toed sloth,least_concern,3.86,62.843,1.662,4.465
4191,Hoffman's two-toed sloth,least_concern,7.587,63.333,2.666,3.76
4192,Hoffman's two-toed sloth,least_concern,4.109,61.868,3.168,4.745
4193,Hoffman's two-toed sloth,least_concern,6.355,63.404,1.808,6.335
4194,Hoffman's two-toed sloth,least_concern,6.323,63.199,1.998,4.623
4195,Hoffman's two-toed sloth,least_concern,5.707,63.988,0.08,5.34
4196,Hoffman's two-toed sloth,least_concern,6.882,62.321,2.288,3.722
4197,Hoffman's two-toed sloth,least_concern,6.248,63.488,1.964,4.365
4198,Hoffman's two-toed sloth,least_concern,4.672,61.005,2.029,6.117
4199,Hoffman's two-toed sloth,least_concern,5.562,63.963,3.072,3.758
4200,Hoffman's two-toed sloth,least_concern,5.892,62.486,-0.413,5.422
4201,Hoffman's two-toed sloth,least_concern,6.884,62.99,4.162,3.628
4202,Hoffman's two-toed sloth,least_concern,7.414,63.472,1.75,4.385
4203,Hoffman's two-toed sloth,least_concern,5.273,62.574,3.397,5.486
4204,Hoffman's two-toed sloth,least_concern,7.094,63.18,-0.21,6.486
4205,Hoffman's two-toed sloth,least_concern,6.265,64.101,2.908,6.584
4206,Hoffman's two-toed sloth,least_concern,4.236,63.692,2.127,6.01
4207,Hoffman's two-toed sloth,least_concern,4.744,62.678,2.871,4.627
4208,Hoffman's two-toed sloth,least_concern,6.552,62.938,1.94,6.041
4209,Hoffman's two-toed sloth,least_concern,5.136,63.626,3.521,5.95
4210,Hoffman's two-toed sloth,least_concern,6.273,63.53,1.703,4.737
4211,Hoffman's two-toed sloth,least_concern,6.204,60.859,3.111,5.551
4212,Hoffman's two-toed sloth,least_concern,7.413,64.652,2.546,6.346
4213,Hoffman's two-toed sloth,least_concern,7.511,63.125,2.236,5.698
4214,Hoffman's two-toed sloth,least_concern,5.893,63.126,1.692,4.496
4215,Hoffman's two-toed sloth,least_concern,6.826,61.728,3.417,6.472
4216,Hoffman's two-toed sloth,least_concern,5.74,62.48,1.747,6.938
4217,Hoffman's two-toed sloth,least_concern,3.911,63.538,3.191,5.499
4218,Hoffman's two-toed sloth,least_concern,6.301,64.473,3.09,5.84
4219,Hoffman's two-toed sloth,least_concern,6.136,64.028,2.293,4.515
4220,Hoffman's two-toed sloth,least_concern,6.08,64.207,1.945,5.304
4221,Hoffman's two-toed sloth,least_concern,6.731,63.998,2.764,4.682
4222,Hoffman's two-toed sloth,least_concern,6.933,62.586,2.012,6.612
4223,Hoffman's two-toed sloth,least_concern,4.05,63.771,1.157,5.779
4224,Hoffman's two-toed sloth,least_concern,5.821,63.102,0.477,6.34
4225,Hoffman's two-toed sloth,least_concern,5.077,62.91,1.404,4.632
4226,Hoffman's two-toed sloth,least_concern,3.752,63.197,2.732,4.631
4227,Hoffman's two-toed sloth,least_concern,6.043,63.261,3.171,4.527
4228,Hoffman's two-toed sloth,least_concern,6.485,63.18,2.013,4.813
4229,Hoffman's two-toed sloth,least_concern,4.974,62.182,1.15,6.118
4230,Hoffman's two-toed sloth,least_concern,1.748,63.415,0.721,4.739
4231,Hoffman's two-toed sloth,least_concern,5.566,62.663,2.222,6.143
4232,Hoffman's two-toed sloth,least_concern,5.432,64.659,2.823,4.331
4233,Hoffman's two-toed sloth,least_concern,5.668,61.977,1.899,7.266
4234,Hoffman's two-toed sloth,least_concern,6.398,62.784,1.341,5.449
4235,Hoffman's two-toed sloth,least_concern,4.972,64.723,1.608,3.629
4236,Hoffman's two-toed sloth,least_concern,5.777,63.367,1.777,4.857
4237,Hoffman's two-toed sloth,least_concern,6.619,63.414,3.044,5.594
4238,Hoffman's two-toed sloth,least_concern,4.332,63.39,3.1,6.5
4239,Hoffman's two-toed sloth,least_concern,4.529,63.744,3.191,6.563
4240,Hoffman's two-toed sloth,least_concern,8.081,61.03,2.799,5.536
4241,Hoffman's two-toed sloth,least_concern,4.819,63.979,1.378,5.944
4242,Hoffman's two-toed sloth,least_concern,5.495,64.062,1.778,5.632
4243,Hoffman's two-toed sloth,least_concern,4.839,63.344,3.321,4.746
4244,Hoffman's two-toed sloth,least_concern,5.932,63.343,1.805,5.175
4245,Hoffman's two-toed sloth,least_concern,4.919,61.527,1.748,5.753
4246,Hoffman's two-toed sloth,least_concern,5.232,63.656,3.066,3.852
4247,Hoffman's two-toed sloth,least_concern,5.452,63.537,0.201,5.722
4248,Hoffman's two-toed sloth,least_concern,6.293,62.592,1.886,6.253
4249,Hoffman's two-toed sloth,least_concern,5.699,61.703,3.549,5.527
4250,Hoffman's two-toed sloth,least_concern,5.92,63.558,2.975,7.676
4251,Hoffman's two-toed sloth,least_concern,6.783,62.546,3.381,5.483
4252,Hoffman's two-toed sloth,least_concern,4.655,62.112,1.729,6.427
4253,Hoffman's two-toed sloth,least_concern,5.191,64.34,2.524,4.19
4254,Hoffman's two-toed sloth,least_concern,5.268,63.254,2.172,5.588
4255,Hoffman's two-toed sloth,least_concern,8.422,64.199,1.264,2.772
4256,Hoffman's two-toed sloth,least_concern,5.281,62.207,1.895,6.45
4257,Hoffman's two-toed sloth,least_concern,4.941,62.723,2.838,5.853
4258,Hoffman's two-toed sloth,least_concern,4.646,63.719,2.494,6.96
4259,Hoffman's two-toed sloth,least_concern,5.796,62.902,2.337,5.774
4260,Hoffman's two-toed sloth,least_concern,3.824,62.997,2.953,4.443
4261,Hoffman's two-toed sloth,least_concern,6.195,63.73,3.213,5.843
4262,Hoffman's two-toed sloth,least_concern,4.405,64.502,2.49,5.97
4263,Hoffman's two-toed sloth,least_concern,7.666,64.253,4.109,4.92
4264,Hoffman's two-toed sloth,least_concern,7.1,62.011,2.028,5.187
4265,Hoffman's two-toed sloth,least_concern,5.963,63.795,4.499,5.556
4266,Hoffman's two-toed sloth,least_concern,7.415,63.77,1.94,5.888
4267,Hoffman's two-toed sloth,least_concern,7.053,63.378,0.38,5.296
4268,Hoffman's two-toed sloth,least_concern,5.407,63.23,1.417,7.595
4269,Hoffman's two-toed sloth,least_concern,2.755,61.405,2.138,5.171
4270,Hoffman's two-toed sloth,least_concern,5.497,61.84,1.774,5.197
4271,Hoffman's two-toed sloth,least_concern,5.004,63.807,0.889,5.917
4272,Hoffman's two-toed sloth,least_concern,5.009,63.931,3.629,4.79
4273,Hoffman's two-toed sloth,least_concern,4.765,61.567,2.276,5.814
4274,Hoffman's two-toed sloth,least_concern,5.594,64.681,1.688,5.953
4275,Hoffman's two-toed sloth,least_concern,6.236,62.565,0.306,4.936
4276,Hoffman's two-toed sloth,least_concern,3.804,61.798,2.831,4.663
4277,Hoffman's two-toed sloth,least_concern,6.135,63.493,4.347,4.848
4278,Hoffman's two-toed sloth,least_concern,5.708,64.341,0.645,5.077
4279,Hoffman's two-toed sloth,least_concern,2.801,62.214,3.174,4.608
4280,Hoffman's two-toed sloth,least_concern,6.078,60.903,3.126,4.096
4281,Hoffman's two-toed sloth,least_concern,4.638,63.246,2.885,5.915
4282,Hoffman's two-toed sloth,least_concern,5.829,63.6,0.249,5.439
4283,Hoffman's two-toed sloth,least_concern,4.798,61.788,2.222,4.902
4284,Hoffman's two-toed sloth,least_concern,6.035,62.596,2.244,7.352
4285,Hoffman's two-toed sloth,least_concern,6.181,63.25,1.591,5.997
4286,Hoffman's two-toed sloth,least_concern,4.597,65.129,2.657,5.854
4287,Hoffman's two-toed sloth,least_concern,6.584,62.391,1.067,5.888
4288,Hoffman's two-toed sloth,least_concern,4.387,64.287,3.359,5.981
4289,Hoffman's two-toed sloth,least_concern,5.703,62.429,2.342,4.347
4290,Hoffman's two-toed sloth,least_concern,4.632,62.336,0.238,4.832
4291,Hoffman's two-toed sloth,least_concern,6.368,62.87,2.239,2.577
4292,Hoffman's two-toed sloth,least_concern,4.584,62.8,1.558,6.868
4293,Hoffman's two-toed sloth,least_concern,6.3,61.144,2.427,4.289
4294,Hoffman's two-toed sloth,least_concern,5.165,65.452,3.134,5.071
4295,Hoffman's two-toed sloth,least_concern,5.95,62.871,0.84,5.299
4296,Hoffman's two-toed sloth,least_concern,5.372,62.999,3.251,7.082
4297,Hoffman's two-toed sloth,least_concern,4.953,62.918,2.575,5.851
4298,Hoffman's two-toed sloth,least_concern,6.402,63.808,4.033,5.3
4299,Hoffman's two-toed sloth,least_concern,6.244,63.425,2.326,5.943
4300,Hoffman's two-toed sloth,least_concern,5.106,62.818,2.956,3.231
4301,Hoffman's two-toed sloth,least_concern,5.748,64.08,0.862,4.772
4302,Hoffman's two-toed sloth,least_concern,7.605,62.752,2.412,4.386
4303,Hoffman's two-toed sloth,least_concern,5.569,61.353,3.528,5.447
4304,Hoffman's two-toed sloth,least_concern,4.934,62.513,3.419,6.355
4305,Hoffman's two-toed sloth,least_concern,5.63,62.926,1.085,6.349
4306,Hoffman's two-toed sloth,least_concern,7.238,63.52,0.864,5.252
4307,Hoffman's two-toed sloth,least_concern,4.384,63.17,3.162,5.077
4308,Hoffman's two-toed sloth,least_concern,4.804,62.768,3.566,3.79
4309,Hoffman's two-toed sloth,least_concern,6.919,63.228,3.724,5.119
4310,Hoffman's two-toed sloth,least_concern,4.325,62.86,0.318,6.755
4311,Hoffman's two-toed sloth,least_concern,6.057,63.93,2.135,7.052
4312,Hoffman's two-toed sloth,least_concern,6.484,63.251,2.192,3.898
4313,Hoffman's two-toed sloth,least_concern,5.851,62.409,2.61,7.139
4314,Hoffman's two-toed sloth,least_concern,4.432,63.915,1.75,6.434
4315,Hoffman's two-toed sloth,least_concern,4.079,62.57,1.686,5.446
4316,Hoffman's two-toed sloth,least_concern,5.604,63.889,2.038,6.517
4317,Hoffman's two-toed sloth,least_concern,3.95,64.412,3.723,5.572
4318,Hoffman's two-toed sloth,least_concern,7.532,61.664,2.526,6.568
4319,Hoffman's two-toed sloth,least_concern,6.317,63.19,1.913,6.533
4320,Hoffman's two-toed sloth,least_concern,5.865,63.201,1.429,5.478
4321,Hoffman's two-toed sloth,least_concern,6.43,65.006,3.233,5.138
4322,Hoffman's two-toed sloth,least_concern,7.411,63.428,2.766,6.496
4323,Hoffman's two-toed sloth,least_concern,6.513,63.166,3.106,6.282
4324,Hoffman's two-toed sloth,least_concern,5.219,64.268,2.896,5.357
4325,Hoffman's two-toed sloth,least_concern,6.519,63.942,1.531,6.259
4326,Hoffman's two-toed sloth,least_concern,5.398,63.372,3.72,5.657
4327,Hoffman's two-toed sloth,least_concern,3.451,62.504,0.143,4.777
4328,Hoffman's two-toed sloth,least_concern,5.435,62.685,3.799,1.994
4329,Hoffman's two-toed sloth,least_concern,6.863,63.394,1.319,4.809
4330,Hoffman's two-toed sloth,least_concern,5.585,63.629,1.783,5.211
4331,Hoffman's two-toed sloth,least_concern,4.446,62.641,4.472,6.456
4332,Hoffman's two-toed sloth,least_concern,6.227,62.382,0.851,6.852
4333,Hoffman's two-toed sloth,least_concern,7.215,61.761,2.495,7.183
4334,Hoffman's two-toed sloth,least_concern,5.086,63.996,1.861,5.513
4335,Hoffman's two-toed sloth,least_concern,4.976,63.265,1.942,7.046
4336,Hoffman's two-toed sloth,least_concern,6.204,61.77,3.347,4.356
4337,Hoffman's two-toed sloth,least_concern,5.817,61.906,1.094,5.919
4338,Hoffman's two-toed sloth,least_concern,7.401,61.893,0.742,4.749
4339,Hoffman's two-toed sloth,least_concern,5.902,61.786,1.494,6.66
4340,Hoffman's two-toed sloth,least_concern,6.318,63.218,1.214,5.33
4341,Hoffman's two-toed sloth,least_concern,6.233,63.731,2.796,6.111
4342,Hoffman's two-toed sloth,least_concern,6.489,62.877,2.214,6.058
4343,Hoffman's two-toed sloth,least_concern,6.649,62.541,2.44,5.331
4344,Hoffman's two-toed sloth,least_concern,8.127,63.673,1.58,6.271
4345,Hoffman's two-toed sloth,least_concern,5.616,65.108,3.463,5.959
4346,Hoffman's two-toed sloth,least_concern,4.357,61.687,1.199,3.481
4347,Hoffman's two-toed sloth,least_concern,4.81,63.353,1.719,7.186
4348,Hoffman's two-toed sloth,least_concern,6.287,63.394,4.408,3.734
4349,Hoffman's two-toed sloth,least_concern,5.435,65.304,1.972,4.465
4350,Hoffman's two-toed sloth,least_concern,5.275,61.866,1.349,4.896
4351,Hoffman's two-toed sloth,least_concern,6.713,64.306,1.531,5.69
4352,Hoffman's two-toed sloth,least_concern,6.092,61.216,2.887,6.85
4353,Hoffman's two-toed sloth,least_concern,7.757,64.668,1.175,4.516
4354,Hoffman's two-toed sloth,least_concern,5.409,64.143,1.983,4.976
4355,Hoffman's two-toed sloth,least_concern,5.655,63.771,3.802,5.157
4356,Hoffman's two-toed sloth,least_concern,6.125,61.826,1.723,5.361
4357,Hoffman's two-toed sloth,least_concern,5.155,62.89,2.155,6.121
4358,Hoffman's two-toed sloth,least_concern,5.488,62.565,0.566,4.799
4359,Hoffman's two-toed sloth,least_concern,7.423,61.37,2.391,5.514
4360,Hoffman's two-toed sloth,least_concern,6.967,62.543,0.819,5.785
4361,Hoffman's two-toed sloth,least_concern,4.794,64.73,2.111,5.451
4362,Hoffman's two-toed sloth,least_concern,5.162,61.776,0.595,6.413
4363,Hoffman's two-toed sloth,least_concern,7.117,63.474,2.148,4.769
4364,Hoffman's two-toed sloth,least_concern,6.637,62.016,3.309,4.947
4365,Hoffman's two-toed sloth,least_concern,6.259,62.922,2.964,6.324
4366,Hoffman's two-toed sloth,least_concern,5.901,63.103,1.558,4.99
4367,Hoffman's two-toed sloth,least_concern,4.853,62.957,1.052,4.238
4368,Hoffman's two-toed sloth,least_concern,4.543,63.267,1.443,4.64
4369,Hoffman's two-toed sloth,least_concern,5.112,63.853,1.916,7.722
4370,Hoffman's two-toed sloth,least_concern,6.298,64.583,2.889,5.116
4371,Hoffman's two-toed sloth,least_concern,5.836,62.725,2.05,7.01
4372,Hoffman's two-toed sloth,least_concern,6.116,62.614,2.696,4.102
4373,Hoffman's two-toed sloth,least_concern,4.874,64.417,2.963,4.764
4374,Hoffman's two-toed sloth,least_concern,4.966,61.033,0.481,4.912
4375,Hoffman's two-toed sloth,least_concern,6.348,61.467,3.425,6.498
4376,Hoffman's two-toed sloth,least_concern,5.472,62.114,1.303,6.906
4377,Hoffman's two-toed sloth,least_concern,5.992,62.638,1.212,5.978
4378,Hoffman's two-toed sloth,least_concern,4.705,62.589,2.281,5.891
4379,Hoffman's two-toed sloth,least_concern,5.685,64.366,3.814,5.576
4380,Hoffman's two-toed sloth,least_concern,6.87,63.391,1.755,6.364
4381,Hoffman's two-toed sloth,least_concern,5.629,66.047,1.681,6.193
4382,Hoffman's two-toed sloth,least_concern,6.398,62.773,1.413,4.499
4383,Hoffman's two-toed sloth,least_concern,5.63,61.412,3.177,4.69
4384,Hoffman's two-toed sloth,least_concern,6.497,60.158,1.126,7.934
4385,Hoffman's two-toed sloth,least_concern,6.43,63.222,0.667,6.895
4386,Hoffman's two-toed sloth,least_concern,4.243,63.162,1.62,5.043
4387,Hoffman's two-toed sloth,least_concern,4.618,63.423,3.031,6.559
4388,Hoffman's two-toed sloth,least_concern,5.895,61.768,2.011,4.515
4389,Hoffman's two-toed sloth,least_concern,4.997,64.349,3.512,8.017
4390,Hoffman's two-toed sloth,least_concern,5.815,63.648,1.03,6.52
4391,Hoffman's two-toed sloth,least_concern,6.308,63.8,2.719,7.076
4392,Hoffman's two-toed sloth,least_concern,6.102,63.745,1.825,5.972
4393,Hoffman's two-toed sloth,least_concern,7.191,62.701,0.969,5.072
4394,Hoffman's two-toed sloth,least_concern,5.679,61.759,2.299,5.301
4395,Hoffman's two-toed sloth,least_concern,5.751,62.328,2.793,6.224
4396,Hoffman's two-toed sloth,least_concern,4.303,62.286,2.027,6.226
4397,Hoffman's two-toed sloth,least_concern,5.403,62.545,1.667,5.549
4398,Hoffman's two-toed sloth,least_concern,4.255,61.503,2.62,5.718
4399,Hoffman's two-toed sloth,least_concern,4.031,64.731,2.355,4.67
4400,Hoffman's two-toed sloth,least_concern,5.474,63.214,2.596,2.991
4401,Hoffman's two-toed sloth,least_concern,6.297,63.34,0.663,6.229
4402,Hoffman's two-toed sloth,least_concern,7.13,63.024,2.95,6.275
4403,Hoffman's two-toed sloth,least_concern,6.029,63.372,-0.149,5.183
4404,Hoffman's two-toed sloth,least_concern,5.856,62.052,2.166,5.603
